	cog	ko	ko_name
1213	COG4747	K01653	acetolactate synthase I/III small subunit [EC:2.2.1.6]
1214	COG0458	K01955	carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]
1215	COG0505	K01956	carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]
1216	COG3137	K07283	putative salt-induced outer membrane protein
1217	COG0367	K01953	asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]
1218	COG0677	K13015	UDP-N-acetyl-D-glucosamine dehydrogenase [EC:1.1.1.136]
1219	COG0381	K01791	UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing) [EC:5.1.3.14]
1220	COG0274	K01619	deoxyribose-phosphate aldolase [EC:4.1.2.4]
1221	COG2357	K07816	GTP pyrophosphokinase [EC:2.7.6.5]
1222	COG0566	K03218	23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185]
1223	COG1184	K18237	ribose 1,5-bisphosphate isomerase [EC:5.3.1.29]
1224	COG2078	K09141	uncharacterized protein
1225	COG1355	K06990	MEMO1 family protein
1226	COG1286	K03558	membrane protein required for colicin V production
1227	COG0010	K01480	agmatinase [EC:3.5.3.11]
1228	COG1945	K02626	arginine decarboxylase [EC:4.1.1.19]
1229	COG0136	K00133	aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]
1230	COG2859	K09797	uncharacterized protein
1231	COG1186	K02836	peptide chain release factor 2
1232	COG0787	K01775	alanine racemase [EC:5.1.1.1]
1233	COG1190	K04567	lysyl-tRNA synthetase, class II [EC:6.1.1.6]
1234	COG3321	K15314	enediyne polyketide synthase
1235	COG0316	K13628	iron-sulfur cluster assembly protein
1236	COG0720	K01737	6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]
1237	COG0417	K02319	DNA polymerase, archaea type [EC:2.7.7.7]
1238	COG1205	K06877	DEAD/DEAH box helicase domain-containing protein
1239	COG3166	K02663	type IV pilus assembly protein PilN
1240	COG0327	K22391	GTP cyclohydrolase I [EC:3.5.4.16]
1241	COG1579	K07164	uncharacterized protein
1242	COG1042	K01905	acetate---CoA ligase (ADP-forming) subunit alpha [EC:6.2.1.13]
1243	COG0608	K07462	single-stranded-DNA-specific exonuclease [EC:3.1.-.-]
1244	COG1545	K07068	uncharacterized protein
1245	COG2022	K03149	thiazole synthase [EC:2.8.1.10]
1246	COG0502	K01012	biotin synthase [EC:2.8.1.6]
1247	COG0467	K08482	circadian clock protein KaiC
1248	COG2373	K06894	alpha-2-macroglobulin
1249	COG1521	K03525	type III pantothenate kinase [EC:2.7.1.33]
1250	COG1654	K03524	BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]
1251	COG0340	K03524	BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]
1252	COG4770	K17490	methylmalonyl-CoA carboxyltransferase 1.3S subunit [EC:2.1.3.1]
1253	COG0624	K01438	acetylornithine deacetylase [EC:3.5.1.16]
1254	COG1879	K10439	ribose transport system substrate-binding protein
1255	COG3934	K19355	mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]
1256	COG0604	K00344	NADPH:quinone reductase [EC:1.6.5.5]
1257	COG0534	K03327	multidrug resistance protein, MATE family
1258	COG0531	K03294	basic amino acid/polyamine antiporter, APA family
1259	COG1149	K03609	septum site-determining protein MinD
1260	COG4802	K17892	ferredoxin-thioredoxin reductase catalytic chain [EC:1.8.7.2]
1261	COG1720	K22900	tRNA (adenine37-N6)-methyltransferase [EC:2.1.1.-]
1262	COG0507	K03581	exodeoxyribonuclease V alpha subunit [EC:3.1.11.5]
1263	COG2021	K00641	homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46]
1264	COG1736	K07561	2-(3-amino-3-carboxypropyl)histidine synthase [EC:2.5.1.108]
1265	COG1283	K03324	phosphate:Na+ symporter
1266	COG1100	K06945	uncharacterized protein
1267	COG0152	K01923	phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]
1268	COG0015	K01756	adenylosuccinate lyase [EC:4.3.2.2]
1269	COG0101	K06173	tRNA pseudouridine38-40 synthase [EC:5.4.99.12]
1270	COG0619	K16785	energy-coupling factor transport system permease protein
1271	COG3418	K02399	flagellar biosynthesis protein FlgN
1272	COG2063	K02393	flagellar L-ring protein FlgH
1273	COG1261	K02386	flagellar basal body P-ring formation protein FlgA
1274	COG1757	K03315	Na+:H+ antiporter, NhaC family
1275	COG1476	K07729	putative transcriptional regulator
1276	COG2249	K00355	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
1277	COG0716	K00230	menaquinone-dependent protoporphyrinogen oxidase [EC:1.3.5.3]
1278	COG3360	K09165	dodecin
1279	COG3023	K01447	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]
1280	COG3727	K07458	DNA mismatch endonuclease, patch repair protein [EC:3.1.-.-]
1281	COG0326	K04079	molecular chaperone HtpG
1282	COG0270	K00558	DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
1283	COG1212	K00979	3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) [EC:2.7.7.38]
1284	COG0504	K01937	CTP synthase [EC:6.3.4.2]
1285	COG1585	K07340	inner membrane protein
1286	COG0631	K20074	PPM family protein phosphatase [EC:3.1.3.16]
1287	COG4172	K02032	peptide/nickel transport system ATP-binding protein
1288	COG1123	K02032	peptide/nickel transport system ATP-binding protein
1289	COG1646	K17104	phosphoglycerol geranylgeranyltransferase [EC:2.5.1.41]
1290	COG0179	K16164	acylpyruvate hydrolase [EC:3.7.1.5]
1291	COG0834	K02030	polar amino acid transport system substrate-binding protein
1292	COG1443	K01823	isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]
1293	COG4968	K02456	general secretion pathway protein G
1294	COG0700	K06374	spore maturation protein B
1295	COG2715	K06373	spore maturation protein A
1296	COG0328	K03469	ribonuclease HI [EC:3.1.26.4]
1297	COG0728	K03980	putative peptidoglycan lipid II flippase
1298	COG2256	K07478	putative ATPase
1299	COG0310	K02007	cobalt/nickel transport system permease protein
1300	COG4871	K00197	acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit gamma [EC:2.1.1.245]
1301	COG0119	K01649	2-isopropylmalate synthase [EC:2.3.3.13]
1302	COG2080	K03518	aerobic carbon-monoxide dehydrogenase small subunit [EC:1.2.5.3]
1303	COG1319	K03519	aerobic carbon-monoxide dehydrogenase medium subunit [EC:1.2.5.3]
1304	COG1062	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]
1305	COG1198	K04066	primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:5.6.2.4]
1306	COG1743	K07445	putative DNA methylase
1307	COG1413	K22221	HEAT repeat-containing taxis protein
1308	COG0058	K16153	glycogen phosphorylase/synthase [EC:2.4.1.1 2.4.1.11]
1309	COG3181	K07795	putative tricarboxylic transport membrane protein
1310	COG1484	K02315	DNA replication protein DnaC
1311	COG1373	K07133	uncharacterized protein
1312	COG2831	K07326	hemolysin activation/secretion protein
1313	COG2909	K03556	LuxR family transcriptional regulator, maltose regulon positive regulatory protein
1314	COG3886	K17677	ATP-dependent helicase IRC3 [EC:5.6.2.-]
1315	COG0044	K01465	dihydroorotase [EC:3.5.2.3]
1316	COG1748	K19064	lysine 6-dehydrogenase [EC:1.4.1.18]
1317	COG1163	K06944	developmentally-regulated GTP-binding protein [EC:3.6.5.-]
1318	COG2062	K08296	phosphohistidine phosphatase [EC:3.1.3.-]
1319	COG0150	K01933	phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1]
1320	COG2033	K05919	superoxide reductase [EC:1.15.1.2]
1321	COG1528	K02217	ferritin [EC:1.16.3.2]
1322	COG1027	K01744	aspartate ammonia-lyase [EC:4.3.1.1]
1323	COG1071	K21416	acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha [EC:1.1.1.-]
1324	COG0022	K11381	2-oxoisovalerate dehydrogenase E1 component [EC:1.2.4.4]
1325	COG0508	K00627	pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]
1326	COG1126	K02028	polar amino acid transport system ATP-binding protein [EC:7.4.2.1]
1327	COG2003	K03630	DNA repair protein RadC
1328	COG4942	K22719	murein hydrolase activator
1329	COG2189	K07316	adenine-specific DNA-methyltransferase [EC:2.1.1.72]
1330	COG1881	K06910	phosphatidylethanolamine-binding protein
1331	COG0475	K03455	monovalent cation:H+ antiporter-2, CPA2 family
1332	COG4623	K18691	membrane-bound lytic murein transglycosylase F [EC:4.2.2.-]
1333	COG0529	K00860	adenylylsulfate kinase [EC:2.7.1.25]
1334	COG3635	K15635	2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]
1335	COG3018	K09860	outer membrane protein FlgP
1336	COG4680	K19166	mRNA interferase HigB [EC:3.1.-.-]
1337	COG1663	K00912	tetraacyldisaccharide 4'-kinase [EC:2.7.1.130]
1338	COG2121	K09778	Kdo2-lipid IVA 3' secondary acyltransferase [EC:2.3.1.-]
1339	COG0763	K00748	lipid-A-disaccharide synthase [EC:2.4.1.182]
1340	COG1690	K14415	tRNA-splicing ligase RtcB (3'-phosphate/5'-hydroxy nucleic acid ligase) [EC:6.5.1.8]
1341	COG2070	K02371	enoyl-[acyl-carrier protein] reductase II [EC:1.3.1.9]
1342	COG0217	K18189	translational activator of cytochrome c oxidase 1
1343	COG0817	K01159	crossover junction endodeoxyribonuclease RuvC [EC:3.1.21.10]
1344	COG0632	K03550	holliday junction DNA helicase RuvA [EC:5.6.2.4]
1345	COG2255	K03551	holliday junction DNA helicase RuvB [EC:5.6.2.4]
1346	COG2230	K00574	cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]
1347	COG0715	K02051	NitT/TauT family transport system substrate-binding protein
1348	COG0600	K02050	NitT/TauT family transport system permease protein
1349	COG1116	K02049	NitT/TauT family transport system ATP-binding protein
1350	COG2378	K13573	proteasome accessory factor C
1351	COG0469	K00873	pyruvate kinase [EC:2.7.1.40]
1352	COG1299	K02770	fructose PTS system EIIBC or EIIC component [EC:2.7.1.202]
1353	COG1445	K02770	fructose PTS system EIIBC or EIIC component [EC:2.7.1.202]
1354	COG2502	K01914	aspartate--ammonia ligase [EC:6.3.1.1]
1355	COG5525	K21512	terminase, large subunit [EC:3.1.21.4]
1356	COG1033	K07003	uncharacterized protein
1357	COG0390	K02069	UDP-glucose/iron transport system permease protein
1358	COG4103	K05801	DnaJ like chaperone protein
1359	COG3301	K04015	protein NrfD
1360	COG2896	K03639	GTP 3',8-cyclase [EC:4.1.99.22]
1361	COG1342	K06933	uncharacterized protein
1362	COG1064	K13953	alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]
1363	COG0145	K01473	N-methylhydantoinase A [EC:3.5.2.14]
1364	COG3866	K01728	pectate lyase [EC:4.2.2.2]
1365	COG0190	K01491	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]
1366	COG3527	K01575	acetolactate decarboxylase [EC:4.1.1.5]
1367	COG0736	K00997	holo-[acyl-carrier protein] synthase [EC:2.7.8.7]
1368	COG0320	K03644	lipoyl synthase [EC:2.8.1.8]
1369	COG0686	K00259	alanine dehydrogenase [EC:1.4.1.1]
1370	COG2839	K09793	uncharacterized protein
1371	COG1087	K12448	UDP-arabinose 4-epimerase [EC:5.1.3.5]
1372	COG2980	K03643	LPS-assembly lipoprotein
1373	COG3712	K07165	transmembrane sensor
1374	COG4252	K01768	adenylate cyclase [EC:4.6.1.1]
1375	COG2114	K01768	adenylate cyclase [EC:4.6.1.1]
1376	COG0242	K01462	peptide deformylase [EC:3.5.1.88]
1377	COG1862	K03210	preprotein translocase subunit YajC
1378	COG0343	K00773	queuine tRNA-ribosyltransferase [EC:2.4.2.29]
1379	COG0557	K12573	ribonuclease R [EC:3.1.13.1]
1380	COG0216	K02835	peptide chain release factor 1
1381	COG1778	K03270	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase) [EC:3.1.3.45]
1382	COG0794	K06041	arabinose-5-phosphate isomerase [EC:5.3.1.13]
1383	COG3117	K11719	lipopolysaccharide export system protein LptC
1384	COG1934	K09774	lipopolysaccharide export system protein LptA
1385	COG1137	K06861	lipopolysaccharide export system ATP-binding protein [EC:7.5.2.5]
1386	COG1508	K03092	RNA polymerase sigma-54 factor
1387	COG2518	K00573	protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]
1388	COG1803	K01734	methylglyoxal synthase [EC:4.2.3.3]
1389	COG3062	K02570	periplasmic nitrate reductase NapD
1390	COG0655	K03809	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
1391	COG3497	K06907	uncharacterized protein
1392	COG0464	K13525	transitional endoplasmic reticulum ATPase
1393	COG3500	K06905	uncharacterized protein
1394	COG3628	K06903	uncharacterized protein
1395	COG1902	K00219	2,4-dienoyl-CoA reductase (NADPH2) [EC:1.3.1.34]
1396	COG1505	K01322	prolyl oligopeptidase [EC:3.4.21.26]
1397	COG3428	K08981	putative membrane protein
1398	COG0402	K12960	5-methylthioadenosine/S-adenosylhomocysteine deaminase [EC:3.5.4.31 3.5.4.28]
1399	COG0041	K01588	5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18]
1400	COG4869	K15024	putative phosphotransacetylase [EC:2.3.1.8]
1401	COG3830	K07166	ACT domain-containing protein
1402	COG0213	K00756	pyrimidine-nucleoside phosphorylase [EC:2.4.2.2]
1403	COG1410	K00548	5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]
1404	COG1401	K07452	5-methylcytosine-specific restriction enzyme B [EC:3.1.21.-]
1405	COG5147	K07452	5-methylcytosine-specific restriction enzyme B [EC:3.1.21.-]
1406	COG3525	K12373	hexosaminidase [EC:3.2.1.52]
1407	COG1621	K01193	beta-fructofuranosidase [EC:3.2.1.26]
1408	COG3669	K01206	alpha-L-fucosidase [EC:3.2.1.51]
1409	COG0383	K01191	alpha-mannosidase [EC:3.2.1.24]
1410	COG3828	K09992	uncharacterized protein
1411	COG3509	K03932	polyhydroxybutyrate depolymerase
1412	COG2152	K20885	beta-1,2-mannobiose phosphorylase / 1,2-beta-oligomannan phosphorylase [EC:2.4.1.339 2.4.1.340]
1413	COG0694	K22074	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial
1414	COG3450	K06995	uncharacterized protein
1415	COG3668	K19092	toxin ParE1/3/4
1416	COG0662	K16011	mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase [EC:2.7.7.13 5.3.1.8]
1417	COG0717	K01494	dCTP deaminase [EC:3.5.4.13]
1418	COG2832	K09790	uncharacterized protein
1419	COG5544	K05811	putative lipoprotein
1420	COG0553	K03580	ATP-dependent helicase HepA [EC:5.6.2.-]
1421	COG1002	K07317	adenine-specific DNA-methyltransferase [EC:2.1.1.72]
1422	COG0827	K07317	adenine-specific DNA-methyltransferase [EC:2.1.1.72]
1423	COG3604	K02584	Nif-specific regulatory protein
1424	COG0732	K01154	type I restriction enzyme, S subunit [EC:3.1.21.3]
1425	COG0610	K01153	type I restriction enzyme, R subunit [EC:3.1.21.3]
1426	COG1483	K06922	uncharacterized protein
1427	COG1228	K01468	imidazolonepropionase [EC:3.5.2.7]
1428	COG2987	K01712	urocanate hydratase [EC:4.2.1.49]
1429	COG2891	K03571	rod shape-determining protein MreD
1430	COG2104	K03154	sulfur carrier protein
1431	COG0352	K00788	thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]
1432	COG1715	K07448	restriction system protein
1433	COG4468	K00965	UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]
1434	COG4630	K13481	xanthine dehydrogenase small subunit [EC:1.17.1.4]
1435	COG4631	K13482	xanthine dehydrogenase large subunit [EC:1.17.1.4]
1436	COG0498	K01733	threonine synthase [EC:4.2.3.1]
1437	COG1351	K03465	thymidylate synthase (FAD) [EC:2.1.1.148]
1438	COG1139	K18929	L-lactate dehydrogenase complex protein LldF
1439	COG1804	K07749	formyl-CoA transferase [EC:2.8.3.16]
1440	COG4096	K01153	type I restriction enzyme, R subunit [EC:3.1.21.3]
1441	COG2310	K05795	tellurium resistance protein TerD
1442	COG3903	K16247	LuxR family transcriptional regulator, glucitol operon activator
1443	COG3655	K07727	putative transcriptional regulator
1444	COG2262	K03665	GTPase
1445	COG0590	K11991	tRNA(adenine34) deaminase [EC:3.5.4.33]
1446	COG1861	K07257	spore coat polysaccharide biosynthesis protein SpsF
1447	COG3914	K09667	protein O-GlcNAc transferase [EC:2.4.1.255]
1448	COG0146	K01474	N-methylhydantoinase B [EC:3.5.2.14]
1449	COG0303	K03750	molybdopterin molybdotransferase [EC:2.10.1.1]
1450	COG0315	K03637	cyclic pyranopterin monophosphate synthase [EC:4.6.1.17]
1451	COG0521	K03638	molybdopterin adenylyltransferase [EC:2.7.7.75]
1452	COG4946	K08676	tricorn protease [EC:3.4.21.-]
1453	COG0785	K06196	cytochrome c-type biogenesis protein
1454	COG1512	K06872	uncharacterized protein
1455	COG1704	K03744	LemA protein
1456	COG1912	K22205	S-adenosyl-L-methionine hydrolase (adenosine-forming) [EC:3.13.2.3]
1457	COG4948	K01684	galactonate dehydratase [EC:4.2.1.6]
1458	COG0110	K00661	maltose O-acetyltransferase [EC:2.3.1.79]
1459	COG2044	K07092	uncharacterized protein
1460	COG4666	K21393	TRAP-type transport system large permease protein
1461	COG5001	K21023	diguanylate cyclase [EC:2.7.7.65]
1462	COG2268	K07192	flotillin
1463	COG1611	K22522	cytokinin riboside 5'-monophosphate phosphoribohydrolase [EC:3.2.2.-]
1464	COG1794	K01779	aspartate racemase [EC:5.1.1.13]
1465	COG3608	K06987	uncharacterized protein
1466	COG2026	K06218	mRNA interferase RelE/StbE
1467	COG2161	K19159	antitoxin YefM
1468	COG3012	K07039	uncharacterized protein
1469	COG2887	K07465	putative RecB family exonuclease
1470	COG2018	K07131	uncharacterized protein
1471	COG1234	K00784	ribonuclease Z [EC:3.1.26.11]
1472	COG2337	K07171	mRNA interferase MazF [EC:3.1.-.-]
1473	COG3335	K07494	putative transposase
1474	COG2861	K09798	uncharacterized protein
1475	COG0857	K06873	uncharacterized protein
1476	COG3425	K22838	2-acetylphloroglucinol acetyltransferase [EC:2.3.1.272]
1477	COG2165	K02456	general secretion pathway protein G
1478	COG0596	K01055	3-oxoadipate enol-lactonase [EC:3.1.1.24]
1479	COG2089	K01654	N-acetylneuraminate synthase [EC:2.5.1.56]
1480	COG3980	K15897	UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase [EC:3.6.1.57]
1481	COG1662	K07480	insertion element IS1 protein InsB
1482	COG3642	K11211	3-deoxy-D-manno-octulosonic acid kinase [EC:2.7.1.166]
1483	COG0546	K01091	phosphoglycolate phosphatase [EC:3.1.3.18]
1484	COG3415	K07499	putative transposase
1485	COG1773	K12264	anaerobic nitric oxide reductase flavorubredoxin
1486	COG2801	K07497	putative transposase
1487	COG0490	K03455	monovalent cation:H+ antiporter-2, CPA2 family
1488	COG0864	K07722	CopG family transcriptional regulator, nickel-responsive regulator
1489	COG1546	K03742	nicotinamide-nucleotide amidase [EC:3.5.1.42]
1490	COG1201	K03724	ATP-dependent helicase Lhr and Lhr-like helicase [EC:3.6.4.13 5.6.2.4]
1491	COG0019	K01586	diaminopimelate decarboxylase [EC:4.1.1.20]
1492	COG1477	K03734	FAD:protein FMN transferase [EC:2.7.1.180]
1493	COG2014	K09138	uncharacterized protein
1494	COG1550	K09764	uncharacterized protein
1495	COG1887	K09809	CDP-glycerol glycerophosphotransferase [EC:2.7.8.12]
1496	COG3842	K02052	putative spermidine/putrescine transport system ATP-binding protein
1497	COG0420	K03547	DNA repair protein SbcD/Mre11
1498	COG1237	K06897	7,8-dihydropterin-6-yl-methyl-4-(beta-D-ribofuranosyl)aminobenzene 5'-phosphate synthase [EC:2.5.1.105]
1499	COG2524	K04767	acetoin utilization protein AcuB
1500	COG4239	K13895	microcin C transport system permease protein
1501	COG4174	K13894	microcin C transport system permease protein
1502	COG4166	K15580	oligopeptide transport system substrate-binding protein
1503	COG0675	K07496	putative transposase
1504	COG3093	K21498	antitoxin HigA-1
1505	COG3549	K07334	toxin HigB-1
1506	COG2231	K07457	endonuclease III related protein
1507	COG5337	K06330	spore coat protein H
1508	COG1204	K03726	ATP-dependent DNA helicase [EC:5.6.2.4]
1509	COG1961	K06400	site-specific DNA recombinase
1510	COG3547	K07486	transposase
1511	COG2897	K01011	thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]
1512	COG3746	K07221	phosphate-selective porin OprO and OprP
1513	COG1314	K03075	preprotein translocase subunit SecG
1514	COG3108	K08640	zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]
1515	COG3591	K01318	glutamyl endopeptidase [EC:3.4.21.19]
1516	COG0744	K05366	penicillin-binding protein 1A [EC:2.4.1.129 3.4.16.4]
1517	COG0311	K08681	pyridoxal 5'-phosphate synthase pdxT subunit [EC:4.3.3.6]
1518	COG0214	K06215	pyridoxal 5'-phosphate synthase pdxS subunit [EC:4.3.3.6]
1519	COG1061	K01156	type III restriction enzyme [EC:3.1.21.5]
1520	COG2253	K09144	uncharacterized protein
